date	accomp	business	education	errands	home	leisure	shop_daily	shop_other	traveling	undefined	visit	work	notAtHome	notAtHomeExceptLeisureAndEdu	notAtHomeExceptEdu	notAtHome_22
20200302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200303	6	2	-1	5	-1	1	-3	-2	5	34	-27	1	2	3	2	6
20200304	-3	-3	-1	-2	0	-8	0	3	6	27	-22	5	-1	2	-1	0
20200305	3	-1	-1	-2	0	-9	-2	4	7	41	-27	6	-1	3	-1	2
20200306	6	-11	-11	1	-1	6	2	3	13	53	-1	-5	1	0	2	30
20200307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200309	-2	-4	0	-4	1	-10	-3	-1	3	24	-26	3	-3	0	-3	-6
20200310	1	0	3	-3	0	-5	0	1	1	19	-32	6	0	2	0	-1
20200311	-1	1	-5	2	-1	1	-2	2	2	36	-25	5	2	3	2	15
20200312	-1	-5	6	-4	0	-6	-5	9	9	53	-19	5	0	2	-1	2
20200313	2	-15	-11	-5	1	1	2	2	7	50	-10	-8	-3	-4	-2	17
20200314	-18	-3	-19	-4	3	-4	-13	-12	-16	-26	13	-4	-7	-11	-7	-11
20200315	-7	-24	-2	-10	2	-6	-20	-10	-13	-6	3	-14	-8	-11	-8	-4
20200316	-17	-16	-29	-9	6	-6	-10	-3	-11	22	-29	-17	-12	-13	-11	-4
20200317	-19	-26	-37	-15	8	-7	-15	-10	-18	12	-39	-23	-17	-19	-15	-9
20200318	-22	-32	-43	-20	10	-12	-22	-16	-24	1	-45	-25	-21	-24	-20	-11
20200319	-26	-37	-49	-23	11	-10	-32	-18	-27	6	-47	-30	-24	-28	-22	-12
20200320	-35	-43	-49	-32	13	-9	-29	-26	-31	-24	-50	-37	-28	-35	-27	-11
20200321	-44	-29	-26	-39	12	-27	-34	-38	-47	-41	-27	-19	-32	-38	-32	-40
20200322	-40	-52	-32	-37	9	-27	-28	-34	-45	-35	-35	-30	-31	-38	-31	-25
20200323	-37	-45	-52	-35	15	-19	-37	-35	-40	-8	-54	-37	-33	-38	-32	-21
20200324	-40	-44	-50	-36	15	-22	-36	-37	-40	-10	-52	-36	-34	-38	-33	-23
20200325	-37	-44	-50	-34	15	-18	-35	-32	-39	-12	-51	-37	-32	-37	-31	-21
20200326	-38	-42	-50	-32	14	-17	-34	-31	-38	-9	-44	-37	-31	-36	-30	-20
20200327	-34	-50	-54	-33	14	-12	-32	-29	-35	-18	-30	-41	-31	-38	-30	-16
20200328	-51	-47	-37	-41	13	-30	-42	-43	-49	-65	-33	-35	-38	-45	-38	-50
20200329	-46	-62	-34	-45	10	-30	-48	-46	-58	-42	-37	-36	-36	-47	-36	-24
20200330	-34	-44	-54	-31	14	-12	-35	-32	-39	1	-49	-37	-30	-36	-28	-14
20200331	-32	-43	-52	-29	13	-11	-31	-26	-36	-19	-50	-37	-28	-34	-27	-14
20200401	-33	-44	-51	-27	13	-12	-32	-24	-35	-7	-46	-37	-28	-34	-27	-13
20200402	-36	-47	-52	-33	15	-18	-31	-28	-35	-10	-53	-37	-32	-36	-30	-18
20200403	-39	-56	-57	-40	17	-23	-36	-38	-39	-21	-37	-42	-37	-42	-36	-21
20200404	-37	-48	-35	-36	12	-26	-33	-33	-41	-44	-27	-27	-31	-37	-31	-38
20200405	-25	-50	-28	-25	7	-21	-29	-19	-29	-18	-6	-33	-23	-27	-23	-20
20200406	-31	-44	-52	-30	13	-15	-28	-23	-31	4	-53	-36	-29	-33	-27	-17
20200407	-27	-44	-51	-23	12	-8	-25	-20	-32	-9	-46	-37	-26	-32	-24	-10
20200408	-21	-38	-51	-21	9	-4	-26	-21	-28	9	-41	-26	-20	-26	-19	-1
20200409	36	440	485	48	-4	-29	458	291	-4	-66	5	402	16	83	13	11
20200410	-17	-43	-21	-21	5	-15	-27	-20	-27	-13	-18	-26	-18	-22	-18	-12
20200411	-31	-43	-15	-30	9	-21	-26	-22	-34	-33	-19	-23	-25	-29	-25	-31
20200412	-16	-45	-15	-17	5	-14	-22	-8	-25	-13	-11	-25	-16	-20	-16	-9
20200413	-34	-53	-30	-38	9	-26	-37	-32	-45	-26	-26	-29	-30	-37	-30	-20
20200414	-36	-44	-54	-33	14	-20	-31	-24	-33	-10	-61	-34	-31	-34	-30	-17
20200415	-30	-46	-53	-29	14	-20	-28	-24	-29	-4	-45	-35	-30	-33	-29	-18
20200416	-31	-41	-52	-27	13	-18	-25	-17	-26	21	-52	-35	-28	-30	-26	-15
20200417	-26	-47	-53	-26	12	-8	-24	-18	-24	-6	-38	-38	-26	-32	-25	-7
20200418	-37	-43	-37	-34	11	-22	-33	-32	-41	-39	-32	-22	-28	-35	-28	-32
20200419	-29	-50	-22	-30	7	-22	-36	-31	-34	-19	-25	-33	-25	-30	-25	-17
20200420	-26	-41	-47	-26	11	-17	-25	-22	-25	20	-43	-26	-25	-27	-24	-6
20200421	-27	-40	-46	-26	12	-18	-25	-17	-25	6	-53	-28	-26	-28	-25	-14
20200422	-26	-38	-45	-27	11	-17	-23	-12	-23	12	-59	-28	-25	-27	-24	-14
20200423	-20	-36	-43	-21	10	-13	-23	-14	-20	26	-37	-28	-22	-24	-21	-12
20200424	-17	-42	-45	-19	9	-1	-21	-22	-22	5	-20	-36	-21	-28	-19	-3
20200425	-30	-36	-31	-27	8	-17	-28	-24	-32	-31	-12	-18	-22	-28	-22	-30
20200426	-18	-50	-20	-19	5	-16	-27	-13	-21	-19	-1	-26	-18	-21	-18	-14
20200427	-27	-38	-44	-22	11	-14	-22	-19	-24	14	-43	-28	-23	-26	-22	-10
20200428	-26	-37	-46	-22	10	-10	-24	-22	-27	-2	-52	-30	-23	-27	-22	-16
20200429	-25	-34	-48	-22	10	-6	-26	-21	-26	26	-42	-30	-21	-26	-20	-6
20200430	34	485	613	47	-5	-35	476	304	7	-63	13	456	17	94	13	6
20200501	-18	-45	-14	-23	6	-17	-22	-23	-30	-12	-29	-17	-20	-23	-20	-5
20200502	-30	-38	-26	-32	10	-23	-26	-26	-35	-31	-26	-19	-26	-30	-26	-29
20200503	-21	-43	-19	-22	5	-17	-26	-20	-23	-12	-11	-25	-19	-22	-19	-13
20200504	-23	-36	-41	-24	11	-17	-22	-21	-22	16	-55	-27	-23	-25	-23	-11
20200505	-24	-33	-41	-20	9	-14	-20	-15	-19	9	-48	-23	-21	-22	-20	-12
20200506	-22	-33	-41	-21	10	-15	-22	-12	-18	11	-36	-24	-21	-23	-20	-11
20200507	-17	-35	-39	-17	9	-13	-19	-11	-15	13	-38	-24	-19	-21	-18	-9
20200508	-13	-40	-43	-16	8	-4	-13	-10	-11	4	-15	-29	-18	-22	-16	6
20200509	-14	-31	-19	-17	5	-11	-18	-10	-18	-25	-2	-12	-14	-17	-14	-17
20200510	-10	-40	-18	-20	5	-14	-29	-20	-20	-16	-5	-26	-16	-20	-16	-10
20200511	-26	-38	-39	-24	11	-18	-22	-18	-22	2	-44	-24	-24	-25	-23	-15
20200512	-24	-34	-36	-20	9	-15	-20	-14	-18	-2	-44	-21	-21	-22	-20	-14
20200513	-25	-32	-39	-19	10	-15	-22	-13	-17	-4	-37	-24	-21	-22	-20	-13
20200514	-18	-31	-36	-16	8	-14	-14	-12	-14	8	-34	-22	-18	-19	-17	-8
20200515	-11	-36	-41	-13	7	-1	-8	-5	-8	7	-16	-29	-15	-19	-14	9
20200516	-17	-32	-18	-16	5	-12	-18	-10	-18	-28	2	-11	-14	-17	-14	-18
20200517	-6	-46	-3	-11	3	-9	-21	-5	-11	-15	6	-22	-10	-14	-10	-5
20200518	-19	-28	-38	-17	8	-11	-14	-6	-13	22	-43	-19	-17	-18	-16	-3
20200519	-13	-29	-33	-14	7	-11	-15	-11	-11	21	-38	-19	-16	-17	-15	-4
20200520	56	590	713	65	-8	-33	571	375	28	-61	33	535	30	123	25	24
20200521	18	-30	4	10	-1	6	-12	9	11	7	23	-19	6	6	6	17
20200522	42	416	535	51	-5	-32	556	348	16	-63	39	400	18	92	14	17
20200523	-17	-29	-20	-19	6	-12	-20	-16	-21	-23	-19	-12	-16	-19	-16	-15
20200524	-10	-47	-12	-14	3	-10	-23	-11	-11	-18	-4	-17	-12	-15	-12	-6
20200525	-18	-29	-35	-16	8	-10	-13	-12	-12	13	-37	-22	-17	-18	-16	-4
20200526	-15	-27	-31	-13	6	-9	-12	-8	-8	15	-36	-17	-14	-15	-13	-2
20200527	-14	-24	-32	-11	6	-8	-10	-2	-7	13	-39	-20	-14	-15	-13	-2
20200528	-8	-26	-33	-10	5	-5	-12	3	-5	35	-38	-20	-12	-14	-11	3
20200529	1	-27	-39	-5	3	9	-5	0	7	28	-7	-26	-7	-12	-6	25
20200530	-1	-24	-13	-3	1	1	-7	0	-3	-15	21	-8	-2	-5	-2	-4
20200531	22	-32	4	8	-1	4	-18	16	11	1	20	-17	4	5	4	19
20200601	10	-37	6	5	0	0	-14	23	8	2	35	-19	1	2	1	10
20200602	-7	-22	-37	-8	6	-7	-10	0	-5	35	-28	-20	-12	-13	-11	3
20200603	-9	-25	-31	-9	5	-7	-11	-4	-6	30	-42	-18	-12	-13	-11	2
20200604	-19	-24	-29	-15	7	-11	-14	-10	-10	4	-45	-18	-16	-17	-15	-6
20200605	-8	-32	-33	-12	5	1	-12	-9	-5	14	-12	-22	-12	-16	-11	14
20200606	-12	-28	-13	-13	3	-5	-15	-9	-14	-11	2	-9	-9	-13	-9	-9
20200607	-5	-27	-2	-12	2	-6	-23	1	-9	-9	4	-15	-8	-11	-8	1
20200608	-10	-22	-28	-12	5	-6	-12	-5	-7	31	-43	-16	-12	-13	-11	9
20200609	2	-3	-29	-8	3	-5	-4	-1	-3	24	-44	-8	-6	-5	-5	9
20200610	13	-8	-34	-1	0	6	-5	-1	4	67	-42	-8	-1	-2	1	31
20200611	-20	-47	-70	-23	12	-3	-29	-22	-19	11	-58	-46	-26	-33	-24	14
20200612	13	-18	-44	4	1	13	2	10	7	61	-31	-23	-2	-6	0	43
20200613	17	10	0	0	-2	5	-1	1	-5	5	11	14	4	2	4	9
20200614	4	-14	10	-6	0	-1	-16	-11	-9	3	-4	32	-1	-1	-1	12
20200615	-1	-10	-33	-6	3	-6	-10	-2	-6	40	-46	-10	-8	-7	-7	10
20200616	-2	-14	-30	-8	3	-7	-10	-6	-8	34	-38	-8	-9	-8	-8	9
20200617	-1	-5	-27	-5	2	-2	-4	-4	-3	33	-39	-6	-5	-4	-4	11
20200618	6	-9	-30	-3	1	1	-4	3	0	52	-44	-7	-3	-3	-2	19
20200619	23	-15	-33	4	-1	15	2	-2	9	68	-24	-11	2	-1	4	46
20200620	18	3	-3	2	-3	9	4	5	-2	11	7	14	7	5	7	15
20200621	27	5	21	14	-4	10	-5	10	8	25	7	28	12	16	12	24
20200622	3	-4	-31	-5	1	0	-2	2	-2	59	-33	-7	-4	-4	-2	17
20200623	7	-1	-25	0	0	3	-2	9	2	71	-51	-4	-1	0	1	27
20200624	13	-3	-31	2	-1	3	0	7	4	73	-37	-4	0	1	2	30
20200625	23	7	-27	15	-4	22	-3	-2	1	39	-16	-7	7	4	9	23
20200626	22	-13	-40	12	-3	35	1	4	8	52	10	-25	6	-4	8	64
20200627	18	-5	-15	-2	-2	10	-1	0	-3	-1	12	6	5	0	5	17
20200628	18	-8	30	2	-2	6	-10	8	3	15	0	34	7	9	7	24
20200629	0	-6	-37	-4	2	1	-8	5	-2	65	-40	-9	-5	-5	-3	18
20200630	7	-7	-35	1	1	0	-3	-4	1	39	-43	-8	-4	-3	-2	15
20200701	0	-5	-38	-6	2	1	-8	-1	-1	43	-59	-10	-5	-6	-4	18
20200702	1	-4	-31	-1	1	4	-3	-3	0	47	-37	-7	-2	-3	-1	21
20200703	17	-15	-40	4	-2	20	-1	0	12	66	2	-16	2	-3	4	51
20200704	17	10	-6	0	-3	9	1	0	1	3	2	14	6	4	6	12
20200705	20	-5	15	2	-2	7	-9	13	5	14	1	40	8	10	8	23
20200706	1	-9	-36	-6	2	0	-10	-6	-3	30	-37	-9	-6	-6	-4	14
20200707	3	-5	-33	-1	1	0	-6	2	1	45	-41	-8	-4	-3	-2	16
20200708	-2	-8	-35	-6	3	-4	-11	-11	-5	35	-38	-10	-8	-7	-6	13
20200709	1	-5	-37	-5	2	-1	-9	3	-2	41	-42	-10	-6	-5	-4	20
20200710	9	-13	-39	1	0	11	-4	0	8	52	-31	-12	-1	-3	1	42
20200711	17	9	-12	2	-3	10	5	-2	3	13	4	24	8	7	8	14
20200712	31	-2	20	12	-5	15	1	20	15	26	19	35	16	19	16	28
20200713	6	-6	-34	-1	1	4	-1	1	1	38	-37	-10	-3	-4	-1	22
20200714	-1	-10	-33	-2	1	0	-5	3	0	39	-27	-5	-4	-3	-2	19
20200715	7	0	-37	-3	0	2	-4	0	2	67	-29	-5	-2	-1	0	22
20200716	-1	-8	-39	-7	2	-1	-7	0	-2	37	-32	-8	-6	-6	-4	17
20200717	17	-15	-40	2	-1	18	0	2	12	68	-1	-16	1	-3	3	49
20200718	21	5	-7	6	-5	14	4	1	8	12	6	17	11	8	11	19
20200719	29	2	49	16	-5	16	-12	15	20	30	-4	37	18	22	18	32
20200720	2	-6	-40	-5	1	3	-4	1	0	47	-45	-9	-4	-5	-2	21
20200721	6	-5	-37	0	0	4	-4	3	3	47	-43	-8	-2	-2	0	24
20200722	6	-3	-33	-1	0	4	2	-2	4	46	-35	-8	-2	-2	0	24
20200723	7	0	-33	2	0	4	-1	-2	8	58	-37	-7	0	0	2	29
20200724	17	-18	-42	2	0	18	-1	2	10	52	-20	-19	0	-5	2	46
20200725	13	6	-6	0	-3	11	0	-2	2	5	9	17	7	4	7	15
20200726	20	-1	37	10	-3	9	-6	7	9	20	8	49	12	16	12	25
20200727	3	-6	-40	-3	1	4	-8	0	0	61	-40	-11	-4	-5	-2	21
20200728	7	-10	-38	-4	1	1	-2	0	1	48	-36	-9	-4	-4	-3	20
20200729	6	-4	-35	-1	1	4	-3	-1	5	72	-35	-10	-2	-2	0	25
20200730	13	2	-37	3	-1	6	0	5	9	68	-35	-9	0	1	2	32
20200731	25	-11	-38	9	-3	22	2	9	18	90	-14	-15	5	1	8	60
20200801	20	10	-14	-1	-4	12	5	-2	3	9	-3	13	8	5	9	18
20200802	27	6	24	15	-4	13	-3	9	15	22	-4	40	15	19	15	26
20200803	4	-4	-37	0	2	0	-5	0	0	48	-38	-11	-4	-4	-3	17
20200804	14	6	-38	13	-3	33	-10	-10	-3	50	-32	-19	6	-3	8	6
20200805	9	-3	-33	3	0	6	-1	5	6	66	-40	-9	0	0	2	29
20200806	12	-4	-34	2	-1	6	-1	2	7	81	-43	-6	0	1	2	30
20200807	18	-13	-39	6	-2	20	4	3	13	51	-34	-16	3	-2	5	54
20200808	23	13	16	6	-4	13	9	3	3	9	5	21	11	9	11	21
20200809	25	3	33	11	-4	12	-8	12	9	25	-5	31	14	15	13	24
20200810	7	-5	-38	-3	1	3	-8	1	-1	54	-50	-9	-4	-4	-2	23
20200811	1	-5	-34	-1	1	0	-7	2	0	48	-41	-7	-4	-3	-2	15
20200812	7	4	-21	2	0	1	-3	-4	1	56	-37	-6	-1	0	0	13
20200813	12	2	-17	0	-1	3	-2	-1	5	64	-31	-4	1	1	2	21
20200814	20	-5	-21	8	-3	19	3	2	14	81	11	-8	6	3	8	48
20200815	20	2	-5	0	-3	10	1	0	-1	4	5	16	6	3	6	13
20200816	20	-2	18	11	-3	11	-2	9	10	18	23	33	12	14	12	19
20200817	8	1	-11	-2	-1	1	-4	2	2	45	-34	-1	0	1	1	14
20200818	2	6	-14	0	-1	1	1	-1	3	55	-33	1	1	2	2	13
20200819	10	5	-10	1	-2	1	1	7	8	61	-28	-1	2	3	3	17
20200820	5	0	-10	0	-1	2	0	5	8	47	-26	-5	0	0	1	17
20200821	18	-11	-16	2	-2	15	-2	5	13	98	-11	-12	3	-1	4	43
20200822	15	6	-8	0	-3	9	1	3	4	18	-4	14	7	5	7	12
20200823	13	-4	3	5	-2	6	-12	2	6	14	-9	23	7	9	7	15
20200824	2	-1	-15	-3	0	0	-4	-4	1	32	-36	-4	-2	-2	-1	8
20200825	8	5	-17	9	-3	21	1	-1	-4	16	-9	-9	5	0	6	16
20200826	5	-3	-15	5	-1	18	-4	0	-6	17	-17	-13	2	-4	3	20
20200827	17	6	-12	7	-3	12	-2	6	6	80	-16	-6	5	4	6	20
20200828	20	-9	-18	7	-4	25	1	9	13	58	14	-14	6	0	8	41
20200829	8	-5	-9	3	-3	11	0	3	3	11	8	5	7	4	7	10
20200830	16	-3	9	6	-3	8	-15	-1	9	14	12	14	8	9	8	15
20200831	5	-1	-14	-2	0	-1	-3	-1	3	51	-36	-5	-2	-1	-1	7
20200901	9	-2	-13	-1	0	-2	3	5	4	39	-14	1	0	2	1	7
20200902	9	2	-7	1	-1	4	2	1	6	32	-30	-1	2	2	3	12
20200903	6	1	-17	0	0	3	-6	0	4	49	-22	-4	0	0	1	17
20200904	19	-12	-20	3	-2	15	1	8	14	85	-4	-11	3	0	5	40
20200905	8	-12	-6	2	-2	8	3	2	1	0	6	5	5	2	5	8
20200906	15	-6	21	10	-3	9	-7	12	14	16	25	6	10	11	10	13
20200907	5	5	-10	2	-1	3	-4	2	6	68	-30	-3	1	2	2	12
20200908	4	0	-8	0	0	-1	0	3	5	57	-22	-2	0	1	0	8
20200909	3	-2	-12	3	-1	-1	1	1	5	60	-18	-1	0	2	1	11
20200910	15	10	-12	5	-3	11	1	4	6	58	-21	-3	5	4	6	19
20200911	19	-10	-22	8	-3	20	1	4	12	65	0	-14	5	0	6	44
20200912	12	-6	6	4	-3	11	1	4	6	17	3	8	8	6	8	10
20200913	23	2	28	17	-5	15	-5	19	20	30	33	25	17	20	17	19
20200914	7	0	-14	0	-1	4	-2	5	5	48	-30	-3	1	1	2	10
20200915	12	2	-9	1	-1	1	-1	0	6	39	-37	-3	1	2	1	11
20200916	7	2	-6	2	-1	2	-2	6	6	47	-25	-3	1	2	2	12
20200917	14	2	-8	2	-1	2	-2	5	7	48	-21	-3	1	2	2	11
20200918	25	-6	-18	7	-4	19	2	4	16	75	19	-10	7	3	8	40
20200919	15	2	-3	5	-3	11	3	6	4	7	20	7	9	6	9	8
20200920	22	5	20	16	-4	11	-5	30	17	29	12	14	14	18	14	16
20200921	8	2	-12	1	-1	1	-1	3	3	55	-27	-4	0	1	1	11
20200922	9	5	-11	2	-1	0	0	1	6	53	-16	0	2	3	2	9
20200923	6	4	-15	2	-1	3	0	5	4	54	-33	-4	1	1	2	10
20200924	7	3	-12	1	-1	2	3	7	5	65	-28	-2	1	2	2	13
20200925	17	-9	-16	4	-2	17	-2	3	11	57	-7	-13	3	-1	4	29
20200926	-2	-14	-13	-8	0	5	-5	-7	-9	-9	-9	3	-1	-6	-1	-3
20200927	5	-8	18	2	-1	4	-13	-2	0	0	11	26	4	4	4	7
20200928	-4	-3	-14	-2	1	1	-5	0	-1	33	-21	-5	-2	-3	-2	6
20200929	0	-8	-20	-6	2	-3	-9	-6	-5	29	-32	-8	-6	-6	-5	8
20200930	9	2	-11	2	-2	4	-1	6	7	50	-22	-3	2	2	3	9
20201001	5	1	-10	5	-2	9	2	-4	3	40	-24	-3	3	2	4	10
20201002	23	-10	-15	14	-5	28	1	2	12	50	25	-13	9	2	10	45
20201003	-16	19	-13	7	-4	6	754	580	2	-41	182	23	13	25	13	40
20201004	5	-8	22	1	-1	4	-14	1	0	-4	15	15	3	2	3	6
20201005	3	1	-14	0	0	4	-3	-2	-1	36	-26	-8	-1	-2	0	4
20201006	5	2	-12	2	-1	6	-3	-8	-1	16	-33	-4	0	-1	1	0
20201007	12	-1	-18	16	-4	34	-5	-4	-5	29	-17	-15	8	-1	9	36
20201008	6	7	-21	9	-3	25	-1	-3	-8	9	-11	-12	5	-2	6	19
20201009	24	-4	-23	15	-5	40	1	3	8	26	15	-15	11	1	13	54
20201010	11	4	-12	4	-4	18	-4	-4	-2	-18	10	7	9	0	9	5
20201011	-16	-8	-16	1	-6	42	-34	-15	-22	-60	79	27	21	-13	21	1
20201012	1	-7	-34	1	0	15	-7	-6	-4	29	-28	-14	-1	-6	0	17
20201013	5	-1	-35	3	0	14	-3	-7	-4	15	-21	-12	-1	-4	1	16
20201014	6	-3	-33	3	0	13	-8	-2	-5	24	-35	-16	-2	-6	0	17
20201015	1	-4	-34	-3	1	3	-6	-2	0	22	-29	-9	-4	-5	-2	15
20201016	8	-16	-38	0	1	14	-5	-2	4	35	-6	-17	-2	-6	0	32
20201017	-1	-6	-12	-6	0	5	-4	-7	-8	-16	3	11	0	-5	0	0
20201018	10	-12	4	5	-1	7	-19	5	-5	-31	43	26	4	0	4	10
20201019	-4	-11	-40	-5	3	0	-10	-4	-8	28	-45	-14	-8	-9	-6	10
20201020	-7	-10	-38	-5	3	9	-12	-13	-13	20	-36	-17	-7	-11	-5	10
20201021	3	-7	-37	3	0	15	-7	-2	-7	20	-39	-15	-2	-6	0	18
20201022	1	-6	-37	4	0	16	-4	-4	-6	17	-24	-16	-1	-6	1	17
20201023	6	-19	-40	-1	1	23	-7	-10	-5	17	-4	-20	-2	-10	0	31
20201024	6	-10	-15	-3	-1	11	-7	-10	-13	-31	0	7	2	-7	2	-2
20201025	-7	-20	-9	-12	2	-3	-10	-16	-19	-25	1	20	-6	-12	-6	-4
20201026	3	4	-11	-1	0	4	-6	-5	-7	27	-19	-6	-1	-3	-1	6
20201027	1	0	-14	1	1	6	-8	-6	-7	21	-19	-7	-1	-4	-1	8
20201028	4	6	-11	-1	0	8	-7	-7	-6	28	-22	-6	0	-2	1	9
20201029	5	3	-14	2	-1	12	-5	-5	-7	17	-21	-7	1	-2	2	14
20201030	16	-6	-21	8	-3	28	-1	-5	-1	38	18	-17	5	-3	6	39
20201031	4	3	-22	3	-3	16	-5	-6	-8	-13	27	2	7	-2	7	5
20201101	-3	-19	3	-5	0	6	-10	-9	-17	-20	11	17	1	-8	1	12
20201102	-6	-7	-20	-5	3	1	-13	-14	-14	21	-24	-14	-7	-10	-6	6
20201103	-6	-5	-14	-9	3	-9	-8	-10	-9	24	-28	-6	-8	-7	-7	-4
20201104	-6	-4	-14	-9	4	-8	-12	-12	-10	9	-27	-7	-8	-8	-8	-8
20201105	-4	-4	-14	-6	2	-2	-9	-9	-9	8	-26	-8	-6	-7	-5	-2
20201106	5	-11	-21	-3	1	10	-6	-9	-5	23	16	-15	-3	-8	-2	13
20201107	-13	1	-26	-9	2	0	-12	-15	-18	-28	5	9	-6	-11	-6	-17
20201108	-11	-20	-7	-12	2	-5	-9	-7	-18	-24	7	17	-8	-12	-8	-7
20201109	-3	1	-16	-4	2	5	-10	-10	-14	9	-27	-10	-4	-7	-3	4
20201110	-2	-1	-14	-2	1	5	-9	-9	-12	11	-22	-10	-4	-6	-3	2
20201111	-4	-1	-17	-5	2	5	-11	-14	-14	0	-16	-10	-5	-8	-4	2
20201112	-3	1	-13	-4	1	7	-9	-12	-13	6	-18	-10	-3	-7	-3	3
20201113	0	-12	-19	-5	1	14	-11	-10	-10	2	6	-16	-4	-10	-3	15
